User ID,Violative,Frequency,Timestamp (minutes),Previous Violations,Severity,Action
808,0,2,23,1,No,Allow
809,0,1,49,0,No,Allow
810,1,4,33,3,Critical,Ban
811,0,1,56,2,Medium,Warn
812,0,1,40,5,Medium,Restrict
813,1,2,38,3,High,Ban
814,0,2,56,2,Low,Allow
815,0,2,34,1,No,Allow
816,1,2,29,1,High,Warn
817,1,4,28,5,Critical,Ban
818,0,1,54,1,No,Allow
819,0,2,48,3,Low,Allow
820,0,2,18,5,Low,Allow
821,0,2,35,6,Low,Warn
822,0,2,28,1,No,Allow
823,0,2,42,0,No,Allow
824,1,1,12,5,Critical,Restrict
825,1,3,46,4,Critical,Ban
826,0,1,47,2,Low,Warn
827,0,1,21,4,Low,Allow
828,0,2,17,1,No,Allow
829,1,2,42,4,Critical,Ban
830,0,1,23,5,Low,Allow
831,0,1,58,2,Low,Allow
832,0,1,49,3,Low,Allow
833,0,1,58,2,Low,Restrict
834,1,3,37,0,High,Restrict
835,1,1,57,0,Low,Allow
836,0,2,10,6,Low,Allow
837,1,3,24,3,Critical,Ban
838,1,1,10,1,High,Ban
839,0,2,44,0,No,Allow
840,0,2,36,2,Low,Allow
841,0,2,24,6,Medium,Warn
842,1,4,25,2,Critical,Ban
843,0,1,42,6,Low,Warn
844,0,1,19,3,Low,Restrict
845,0,2,36,5,Medium,Warn
846,1,3,41,5,Critical,Ban
847,0,2,22,0,No,Allow
848,1,2,21,0,Medium,Warn
849,0,1,28,6,Low,Warn
850,1,1,40,6,Critical,Ban
851,0,2,22,0,No,Allow
852,0,2,29,4,Low,Allow
853,1,3,37,6,Critical,Restrict
854,1,1,19,6,Critical,Ban
855,0,1,39,2,Low,Warn
856,0,2,17,5,Medium,Warn
857,1,3,17,4,Critical,Ban
858,1,4,22,6,Critical,Ban
859,0,1,24,1,No,Allow
860,0,2,11,4,Low,Allow
861,1,3,59,0,Medium,Allow
862,1,3,25,2,Critical,Ban
863,1,1,51,0,Low,Warn
864,0,2,55,3,Medium,Warn
865,0,2,50,5,Low,Warn
866,1,4,52,4,Critical,Ban
867,1,2,15,2,High,Restrict
868,1,1,28,2,High,Ban
869,0,2,48,2,Low,Warn
870,0,2,39,5,Low,Allow
871,1,1,10,1,High,Restrict
872,0,2,38,0,No,Allow
873,1,4,51,3,Critical,Restrict
874,0,2,52,5,Medium,Restrict
875,1,2,29,3,High,Restrict
876,1,2,22,1,High,Restrict
877,0,1,25,0,No,Allow
878,0,1,25,6,Low,Allow
879,0,2,27,5,Medium,Warn
880,0,2,25,1,No,Allow
881,0,1,33,0,No,Warn
882,0,2,12,0,No,Allow
883,1,4,24,2,Critical,Ban
884,0,1,26,5,Medium,Restrict
885,0,1,17,1,No,Allow
886,0,1,54,5,Low,Warn
887,0,2,44,0,No,Allow
888,0,2,56,5,Low,Allow
889,0,1,38,1,No,Allow
890,1,4,15,6,Critical,Ban
891,0,2,56,3,Low,Allow
892,1,2,33,1,High,Restrict
893,0,1,44,1,No,Allow
894,0,1,29,5,Low,Allow
895,1,3,35,2,High,Restrict
896,1,4,34,2,Critical,Ban
897,0,2,24,5,Medium,Allow
898,0,2,38,3,Low,Allow
899,0,2,47,4,Low,Allow
900,0,2,11,3,Low,Warn
901,0,1,16,0,No,Allow
902,0,2,52,0,No,Allow
903,0,2,39,0,No,Warn
904,0,2,59,4,Low,Allow
905,1,3,40,3,Critical,Ban
906,1,1,43,5,High,Restrict
907,0,1,55,6,Medium,Warn
908,0,2,43,1,No,Allow
909,0,2,26,6,Low,Warn
910,0,2,36,6,Low,Allow
911,1,3,22,4,Critical,Ban
912,1,4,27,3,Critical,Restrict
913,1,2,44,1,Medium,Warn
914,1,4,17,1,Critical,Ban
915,1,1,44,0,Low,Warn
916,1,4,39,4,Critical,Ban
917,0,1,25,3,Low,Allow
918,0,1,12,1,No,Allow
919,0,2,45,0,No,Allow
920,0,2,52,0,No,Allow
921,0,2,47,4,Low,Allow
922,1,2,31,4,Critical,Ban
923,0,2,43,4,Medium,Warn
924,0,2,31,0,No,Allow
925,0,1,28,0,No,Allow
926,0,1,26,0,No,Allow
927,0,1,20,5,Low,Allow
928,1,2,59,5,Critical,Ban
929,0,1,43,2,Low,Warn
930,1,4,18,0,High,Warn
931,0,1,54,2,Medium,Warn
932,0,2,17,5,Low,Allow
933,0,2,40,1,No,Allow
934,1,3,18,5,Critical,Restrict
935,1,2,28,3,High,Warn
936,0,2,43,0,No,Allow
937,1,2,60,6,Critical,Restrict
938,0,2,60,3,Low,Warn
939,1,4,55,4,Critical,Ban
940,0,1,22,0,No,Allow
941,0,2,14,2,Low,Restrict
942,1,2,56,4,High,Restrict
943,0,2,57,4,Low,Allow
944,0,2,24,0,No,Allow
945,0,1,10,4,Medium,Warn
946,0,2,43,6,Low,Warn
947,1,2,13,5,Critical,Ban
948,1,2,12,1,High,Restrict
949,1,2,57,6,Critical,Ban
950,0,1,35,4,Low,Allow
951,0,1,15,0,No,Allow
952,0,1,43,0,No,Allow
953,0,2,28,6,Low,Warn
954,0,1,37,1,No,Allow
955,1,2,55,0,Medium,Warn
956,1,4,22,3,Critical,Ban
957,1,1,42,3,High,Warn
958,0,1,52,4,Low,Allow
959,0,2,31,4,Low,Allow
960,0,2,59,6,Low,Allow
961,0,1,32,5,Low,Restrict
962,0,2,33,0,No,Allow
963,0,2,55,0,No,Allow
964,0,1,42,0,No,Allow
965,1,1,54,2,Medium,Restrict
966,0,1,50,2,Low,Allow
967,1,4,46,6,Critical,Ban
968,0,1,22,2,Low,Warn
969,0,1,30,0,No,Allow
970,0,2,54,6,Medium,Warn
971,0,2,41,1,No,Allow
972,0,1,24,6,Low,Allow
973,0,2,26,5,Low,Allow
974,1,3,49,6,Critical,Ban
975,0,2,19,5,Low,Restrict
976,0,2,15,1,No,Allow
977,0,2,49,4,Low,Warn
978,0,1,24,2,Medium,Restrict
979,0,2,49,4,Low,Allow
980,0,2,37,5,Low,Allow
981,1,2,60,3,High,Restrict
982,1,3,36,2,High,Restrict
983,1,4,54,6,Critical,Ban
984,0,1,53,4,Medium,Restrict
985,0,1,20,6,Medium,Restrict
986,1,4,60,1,High,Restrict
987,0,2,48,5,Low,Warn
988,0,2,15,2,Low,Allow
989,0,2,10,3,Low,Allow
990,1,1,23,6,Critical,Ban
991,0,2,10,2,Low,Allow
992,1,4,28,1,Critical,Ban
993,1,1,60,6,High,Warn
994,0,2,34,6,Low,Warn
995,1,3,11,2,Critical,Restrict
996,0,1,35,2,Low,Warn
997,0,2,21,1,No,Allow
998,0,2,53,0,No,Allow
999,1,2,14,3,Critical,Ban
1000,0,1,49,1,No,Allow
1001,0,1,32,5,Medium,Warn
1002,0,1,10,1,No,Allow
1003,0,2,44,4,Low,Warn
1004,0,2,33,3,Low,Allow
1005,0,2,49,4,Medium,Warn
1006,0,2,41,0,No,Allow
1007,1,3,50,3,High,Restrict
1008,0,2,33,4,Low,Allow
1009,1,4,10,2,Critical,Ban
1010,0,1,16,6,Low,Warn
1011,1,1,33,3,High,Restrict
1012,0,1,30,2,Medium,Warn
1013,0,2,50,0,No,Allow
1014,1,2,30,1,High,Restrict
1015,0,2,53,3,Low,Allow
1016,0,2,19,2,Low,Allow
1017,1,3,29,6,Critical,Ban
1018,1,3,48,5,Critical,Restrict
1019,0,2,16,1,No,Warn
1020,0,2,26,4,Low,Allow
1021,1,3,48,3,High,Warn
1022,1,4,40,0,High,Ban
1023,1,3,49,4,Critical,Ban
1024,0,1,36,3,Low,Warn
1025,1,1,53,0,Low,Allow
1026,0,1,54,3,Low,Warn
1027,1,1,59,5,High,Restrict
1028,0,1,16,2,Low,Allow
1029,1,2,40,2,High,Ban
1030,0,1,15,0,No,Warn
1031,0,1,21,1,No,Allow
1032,1,4,25,6,Critical,Ban
1033,0,1,42,4,Low,Allow
1034,1,3,31,1,High,Restrict
1035,0,1,54,3,Low,Warn
1036,0,1,25,1,No,Allow
1037,0,2,41,3,Low,Warn
1038,0,2,48,1,No,Allow
1039,0,2,59,4,Low,Allow
1040,0,1,22,3,Low,Allow
1041,0,1,47,4,Low,Allow
1042,1,3,14,3,Critical,Ban
1043,1,3,37,2,High,Restrict
1044,1,4,31,1,Critical,Ban
1045,0,2,58,1,No,Allow
1046,0,1,49,3,Low,Allow
1047,0,2,57,3,Low,Allow
1048,1,2,53,4,High,Restrict
1049,1,4,30,0,High,Restrict
1050,0,2,47,1,No,Allow
1051,1,4,11,5,Critical,Restrict
1052,0,1,38,6,Low,Warn
1053,0,2,12,6,Low,Allow
1054,0,2,46,2,Medium,Warn
1055,0,1,59,0,No,Allow
1056,1,1,44,1,Medium,Allow
1057,1,2,52,0,Medium,Warn
1058,0,2,21,6,Low,Allow
1059,0,1,60,6,Low,Allow
1060,1,2,38,5,Critical,Ban
1061,1,2,44,5,Critical,Restrict
1062,0,2,49,2,Low,Allow
1063,0,2,42,3,Low,Warn
1064,0,2,26,5,Medium,Warn
1065,0,2,41,5,Low,Warn
1066,1,2,43,3,High,Warn
1067,0,2,53,5,Medium,Warn
1068,1,1,34,2,Medium,Warn
1069,0,1,35,2,Low,Allow
1070,0,2,35,5,Medium,Warn
1071,1,2,15,2,High,Ban
1072,0,2,14,5,Medium,Allow
1073,0,1,11,3,Low,Warn
1074,1,1,43,2,Medium,Warn
1075,1,3,31,1,High,Restrict
1076,0,1,54,4,Low,Restrict
1077,0,1,45,3,Medium,Warn
1078,0,1,17,2,Low,Allow
1079,0,2,15,5,Low,Warn
1080,0,2,28,0,No,Allow
1081,0,1,56,0,No,Allow
1082,1,4,12,6,Critical,Ban
1083,1,3,19,4,Critical,Ban
1084,1,3,11,3,Critical,Ban
1085,1,3,31,0,High,Warn
1086,1,4,60,4,Critical,Ban
1087,1,2,44,3,High,Restrict
1088,1,1,35,4,High,Restrict
1089,0,1,17,0,No,Allow
1090,0,2,28,3,Medium,Restrict
1091,0,2,36,4,Low,Warn
1092,0,1,24,2,Low,Warn
1093,0,1,45,0,No,Allow
1094,0,2,59,6,Low,Restrict
1095,0,1,20,4,Medium,Warn
1096,0,1,22,4,Low,Warn
1097,0,2,16,5,Medium,Restrict
1098,1,1,47,4,High,Restrict
1099,1,1,33,0,Medium,Warn
1100,0,1,24,3,Medium,Restrict
1101,0,2,21,6,Low,Warn
1102,0,2,13,2,Low,Allow
1103,1,3,34,6,Critical,Restrict
1104,1,3,44,0,Medium,Warn
1105,0,1,21,2,Low,Warn
1106,1,2,10,2,High,Ban
1107,0,2,34,4,Low,Warn
1108,0,2,44,1,No,Allow
1109,1,2,27,1,High,Restrict
1110,0,1,22,4,Low,Allow
1111,0,2,17,1,No,Allow
1112,0,2,48,6,Medium,Warn
1113,0,2,53,6,Medium,Warn
1114,1,2,49,2,High,Ban
1115,1,3,36,3,Critical,Restrict
1116,0,1,46,2,Low,Allow
1117,0,1,30,2,Low,Allow
1118,1,3,11,4,Critical,Restrict
1119,0,2,28,2,Low,Allow
1120,1,3,45,1,High,Restrict
1121,1,3,43,1,High,Warn
1122,0,2,60,6,Low,Warn
1123,1,3,60,1,Medium,Restrict
1124,0,2,22,2,Low,Allow
1125,0,1,10,4,Low,Allow
1126,0,2,23,0,No,Allow
1127,0,1,54,1,No,Allow
1128,1,1,51,1,Medium,Warn
1129,1,2,15,6,Critical,Ban
1130,1,4,18,6,Critical,Ban
1131,1,2,38,5,Critical,Ban
1132,0,1,43,1,No,Allow
1133,0,1,60,4,Low,Warn
1134,1,4,48,4,Critical,Ban
1135,1,1,20,6,Critical,Ban
1136,0,1,11,1,No,Allow
1137,0,1,42,5,Medium,Restrict
1138,0,2,38,1,No,Allow
1139,0,1,57,3,Low,Allow
1140,1,2,39,6,Critical,Ban
1141,0,1,35,0,No,Allow
1142,1,4,25,1,Critical,Ban
1143,1,4,14,5,Critical,Ban
1144,1,1,54,0,Low,Restrict
1145,0,2,52,4,Low,Warn
1146,0,2,18,3,Low,Allow
1147,1,4,45,2,Critical,Ban
1148,1,2,28,6,Critical,Ban
1149,0,1,32,5,Medium,Allow
1150,1,2,53,2,Medium,Allow
1151,0,1,52,0,No,Warn
1152,1,2,19,0,Medium,Restrict
1153,0,1,25,0,No,Allow
1154,0,2,51,6,Medium,Warn
1155,0,2,56,4,Medium,Warn
1156,0,2,14,4,Low,Allow
1157,0,2,52,1,No,Allow
1158,0,1,34,5,Low,Allow
1159,0,1,40,5,Low,Allow
1160,1,1,13,5,Critical,Ban
1161,0,1,44,3,Low,Allow
1162,1,4,44,4,Critical,Restrict
1163,1,3,43,3,Critical,Ban
1164,0,2,50,2,Low,Allow
1165,0,1,58,4,Low,Allow
1166,1,2,53,2,Medium,Restrict
1167,1,3,47,6,Critical,Ban
1168,0,1,60,5,Low,Allow
1169,1,2,44,5,Critical,Ban
1170,0,1,44,5,Low,Warn
1171,0,2,37,3,Low,Warn
1172,1,4,49,6,Critical,Ban
1173,0,2,13,1,No,Allow
1174,1,2,35,3,High,Restrict
1175,0,1,31,0,No,Allow
1176,1,2,56,2,Medium,Warn
1177,0,1,13,4,Medium,Restrict
1178,0,1,42,3,Low,Allow
1179,0,1,19,6,Medium,Warn
1180,0,1,55,4,Low,Warn
1181,1,2,53,2,Medium,Warn
1182,0,2,22,2,Low,Allow
1183,0,2,54,4,Low,Allow
1184,0,2,35,5,Low,Allow
1185,0,2,59,1,No,Allow
1186,1,4,47,4,Critical,Ban
1187,0,2,11,4,Medium,Warn
1188,1,1,20,0,Medium,Restrict
1189,0,2,30,6,Low,Allow
1190,1,1,20,3,High,Restrict
1191,0,2,16,1,No,Allow
1192,0,2,59,4,Low,Warn
1193,1,3,54,4,Critical,Restrict
1194,1,4,32,6,Critical,Ban
1195,1,3,20,0,High,Restrict
1196,0,1,19,2,Low,Allow
1197,0,2,56,1,No,Allow
1198,1,4,26,4,Critical,Restrict
1199,0,2,10,3,Medium,Warn
1200,1,2,30,3,High,Warn
1201,0,1,33,6,Medium,Warn
1202,0,1,41,3,Medium,Warn
1203,1,2,27,2,High,Restrict
1204,1,1,57,0,Low,Allow
1205,0,2,42,2,Low,Allow
1206,0,1,60,6,Medium,Warn
1207,0,2,28,3,Low,Allow
1208,0,2,43,6,Low,Warn
1209,0,1,28,3,Low,Restrict
1210,0,1,45,3,Low,Allow
1211,1,4,48,3,Critical,Ban
1212,1,1,26,3,High,Restrict
1213,0,1,57,0,No,Warn
1214,0,2,53,0,No,Allow
1215,0,2,55,3,Low,Allow
1216,0,1,21,4,Medium,Warn
1217,0,2,46,3,Low,Warn
1218,0,2,15,3,Low,Allow
1219,1,2,15,2,High,Restrict
1220,0,1,59,4,Low,Restrict
1221,0,1,17,4,Low,Warn
1222,0,2,54,0,No,Allow
1223,1,2,31,3,High,Restrict
1224,0,2,25,4,Low,Allow
1225,0,2,13,5,Low,Allow
1226,1,3,44,2,High,Ban
1227,0,1,46,6,Low,Allow
1228,0,2,33,4,Medium,Warn
1229,1,4,51,3,Critical,Ban
1230,0,1,26,4,Low,Warn
1231,0,1,38,6,Low,Allow
1232,0,1,24,1,No,Allow
1233,0,1,39,1,No,Allow
1234,1,2,16,3,Critical,Ban
1235,0,1,34,0,No,Allow
1236,0,2,38,5,Medium,Warn
1237,0,2,38,6,Low,Allow
1238,0,2,32,4,Low,Allow
1239,0,2,42,6,Low,Allow
1240,0,2,36,0,No,Allow
1241,1,3,24,4,Critical,Ban
1242,0,2,20,3,Medium,Warn
1243,0,2,43,1,No,Allow
1244,0,2,57,2,Low,Allow
1245,0,1,48,3,Low,Restrict
1246,0,1,42,4,Low,Warn
1247,0,2,56,1,No,Allow
1248,0,2,55,4,Medium,Warn
1249,1,2,35,6,Critical,Restrict
1250,1,3,15,0,High,Ban
1251,0,1,42,6,Low,Warn
1252,0,1,41,4,Low,Allow
1253,0,2,24,2,Low,Warn
1254,0,2,53,5,Low,Allow
1255,0,1,54,4,Medium,Warn
1256,1,3,26,5,Critical,Ban
1257,1,4,34,0,High,Restrict
1258,1,3,19,0,High,Restrict
1259,0,2,19,4,Low,Allow
1260,1,1,23,2,High,Restrict
1261,0,2,28,1,No,Allow
1262,0,1,23,2,Low,Allow
1263,0,2,17,5,Medium,Warn
1264,1,4,32,1,Critical,Ban
1265,0,2,41,6,Low,Warn
1266,1,3,26,2,Critical,Ban
1267,0,2,37,1,No,Allow
1268,1,2,23,0,Medium,Restrict
1269,0,2,45,6,Low,Allow
1270,0,2,43,0,No,Allow
1271,1,2,58,2,Medium,Warn
1272,0,1,12,4,Low,Warn
1273,0,1,53,3,Low,Allow
1274,0,1,27,1,No,Allow
1275,0,2,13,0,No,Allow
1276,0,1,45,4,Low,Allow
1277,0,1,18,3,Low,Allow
1278,0,2,18,0,No,Allow
1279,1,3,59,1,Medium,Warn
1280,0,1,21,3,Low,Allow
1281,0,2,37,1,No,Allow
1282,0,2,20,2,Medium,Allow
1283,0,2,16,0,No,Allow
1284,0,2,10,5,Low,Allow
1285,1,1,10,4,Critical,Ban
1286,1,4,34,5,Critical,Ban
1287,0,1,32,0,No,Allow
1288,0,2,11,2,Low,Allow
1289,0,1,27,1,No,Allow
1290,0,1,23,4,Low,Allow
1291,0,2,39,5,Medium,Warn
1292,1,4,60,1,High,Restrict
1293,0,1,45,5,Low,Warn
1294,0,2,56,4,Low,Allow
1295,0,2,19,5,Medium,Warn
1296,0,2,20,0,No,Allow
1297,0,1,48,6,Low,Warn
1298,0,2,25,3,Low,Restrict
1299,1,2,53,1,Medium,Warn
1300,0,2,33,1,No,Allow
1301,0,1,20,6,Medium,Warn
1302,0,2,53,6,Low,Restrict
1303,1,4,38,0,High,Restrict
1304,0,1,50,3,Low,Warn
1305,1,4,33,5,Critical,Restrict
1306,1,2,16,4,Critical,Restrict
1307,0,1,44,1,No,Allow
1308,1,1,16,2,High,Restrict
1309,0,1,43,2,Medium,Warn
1310,1,2,31,2,High,Ban
1311,0,2,50,6,Low,Warn
1312,1,1,54,1,Medium,Warn
1313,0,1,30,4,Medium,Warn
1314,0,1,54,6,Low,Allow
1315,0,1,15,5,Low,Warn
1316,1,2,15,5,Critical,Ban
1317,0,2,60,1,No,Allow
1318,0,1,39,0,No,Allow
1319,1,3,32,5,Critical,Ban
1320,1,1,17,5,Critical,Ban
1321,0,1,24,5,Low,Allow
1322,0,2,44,2,Low,Allow
1323,0,2,51,3,Low,Allow
1324,1,4,56,0,High,Restrict
1325,0,2,30,2,Low,Allow
1326,1,4,33,3,Critical,Ban
1327,0,2,18,0,No,Allow
1328,0,1,14,0,No,Allow
1329,0,1,32,0,No,Allow
1330,0,1,39,1,No,Allow
1331,1,2,15,6,Critical,Restrict
1332,0,2,30,4,Low,Allow
1333,0,1,42,6,Medium,Warn
1334,1,1,51,1,Medium,Restrict
1335,1,2,57,4,High,Ban
1336,1,1,27,6,Critical,Ban
1337,0,2,29,2,Low,Allow
1338,0,2,54,4,Medium,Warn
1339,1,1,45,4,High,Restrict
1340,0,1,23,5,Low,Warn
1341,0,1,44,6,Low,Warn
1342,1,2,18,4,Critical,Ban
1343,0,2,32,4,Medium,Warn
1344,0,1,25,6,Low,Allow
1345,1,3,60,4,Critical,Ban
1346,0,1,11,2,Low,Allow
1347,0,1,53,4,Low,Warn
1348,0,1,24,3,Medium,Allow
1349,0,1,11,1,No,Allow
1350,0,2,43,3,Low,Allow
1351,1,4,44,4,Critical,Restrict
1352,1,4,17,6,Critical,Restrict
1353,0,1,11,4,Medium,Restrict
1354,0,1,15,1,No,Allow
1355,1,4,30,6,Critical,Restrict
1356,0,2,16,4,Medium,Restrict
1357,0,2,45,2,Medium,Warn
1358,0,2,13,5,Medium,Warn
1359,1,4,50,2,Critical,Restrict
1360,0,1,54,2,Low,Allow
1361,1,1,46,5,High,Restrict
1362,0,2,58,6,Low,Allow
1363,0,2,57,3,Medium,Warn
1364,0,2,12,2,Medium,Warn
1365,0,1,27,6,Low,Warn
1366,0,1,48,1,No,Allow
1367,0,1,27,5,Low,Warn
1368,0,2,47,4,Medium,Warn
1369,0,2,49,5,Medium,Restrict
1370,0,1,60,2,Low,Allow
1371,0,2,26,5,Low,Allow
1372,1,1,27,0,Medium,Restrict
1373,0,1,11,5,Low,Allow
1374,1,2,24,0,Medium,Restrict
1375,1,2,24,4,Critical,Ban
1376,0,2,33,1,No,Allow
1377,1,3,31,6,Critical,Restrict
1378,1,3,53,5,Critical,Ban
1379,0,1,49,0,No,Allow
1380,0,2,47,6,Low,Allow
1381,0,1,10,1,No,Allow
1382,0,2,34,3,Medium,Warn
1383,0,1,47,0,No,Allow
1384,1,3,22,0,High,Restrict
1385,1,3,31,1,High,Restrict
1386,0,2,47,3,Low,Allow
1387,1,4,50,3,Critical,Restrict
1388,0,2,53,5,Low,Allow
1389,1,1,31,1,Medium,Warn
1390,0,2,30,5,Medium,Warn
1391,1,4,29,0,High,Restrict
1392,1,2,44,2,High,Ban
1393,0,2,31,1,No,Allow
1394,0,2,30,0,No,Allow
1395,1,3,18,4,Critical,Ban
1396,0,1,34,6,Low,Restrict
1397,0,2,22,4,Low,Warn
1398,1,1,36,5,Critical,Ban
1399,0,2,55,4,Low,Warn
1400,0,2,49,0,No,Allow
1401,0,2,34,2,Medium,Warn
1402,0,2,59,5,Low,Allow
1403,1,1,59,0,Low,Warn
1404,0,2,32,0,No,Allow
1405,0,1,48,5,Low,Allow
1406,0,1,27,0,No,Allow
1407,1,4,54,6,Critical,Ban
1408,0,2,29,5,Medium,Warn
1409,1,3,23,4,Critical,Ban
1410,1,1,16,3,High,Restrict
1411,1,1,52,0,Low,Allow
1412,1,1,25,2,High,Warn
1413,1,3,51,5,Critical,Ban
1414,1,2,14,6,Critical,Ban
1415,0,1,35,3,Low,Allow
1416,1,3,31,5,Critical,Restrict
1417,0,1,32,5,Low,Allow
1418,0,1,18,0,No,Allow
1419,1,4,13,4,Critical,Restrict
1420,1,3,27,4,Critical,Restrict
1421,1,3,33,3,Critical,Ban
1422,0,2,50,5,Low,Allow
1423,0,1,33,6,Low,Allow
1424,0,1,22,3,Medium,Allow
1425,0,1,23,2,Low,Allow
1426,0,1,41,6,Low,Allow
1427,0,2,32,6,Low,Allow
1428,0,1,55,4,Medium,Warn
1429,1,4,32,4,Critical,Restrict
1430,0,2,38,0,No,Allow
1431,1,4,13,2,Critical,Ban
1432,0,1,19,1,No,Allow
1433,0,1,53,3,Medium,Warn
1434,0,2,27,5,Low,Warn
1435,0,2,31,1,No,Allow
1436,1,4,40,6,Critical,Ban
1437,0,1,12,0,No,Allow
1438,0,1,35,0,No,Allow
1439,1,3,27,6,Critical,Restrict
1440,1,2,17,0,Medium,Restrict
1441,0,2,31,5,Low,Allow
1442,0,2,32,5,Low,Warn
1443,0,2,19,2,Low,Allow
1444,0,2,37,0,No,Allow
1445,0,1,48,2,Low,Allow
1446,0,1,23,0,No,Allow
1447,1,1,59,4,High,Ban
1448,0,1,41,6,Low,Allow
1449,0,1,49,6,Low,Allow
1450,0,1,13,5,Medium,Warn
1451,1,4,49,5,Critical,Ban
1452,0,2,27,6,Low,Allow
1453,1,4,46,5,Critical,Ban
1454,1,4,51,4,Critical,Ban
1455,0,1,22,6,Medium,Restrict
1456,0,1,23,2,Medium,Warn
1457,0,1,13,2,Low,Allow
1458,0,1,40,6,Low,Warn
1459,1,1,49,2,Medium,Warn
1460,0,2,30,2,Low,Allow
1461,1,3,18,1,High,Restrict
1462,0,1,26,1,No,Allow
1463,0,2,30,4,Low,Allow
1464,0,1,56,6,Low,Allow
1465,1,2,16,0,Medium,Restrict
1466,1,3,27,4,Critical,Ban
1467,0,1,42,5,Low,Allow
1468,0,1,22,6,Low,Warn
1469,1,4,55,5,Critical,Ban
1470,0,1,56,1,No,Warn
1471,1,3,29,3,Critical,Restrict
1472,0,1,48,6,Low,Allow
1473,0,2,48,6,Low,Allow
1474,0,1,44,4,Low,Allow
1475,0,1,19,6,Low,Allow
1476,0,2,12,4,Low,Warn
1477,0,1,27,0,No,Warn
1478,1,4,16,6,Critical,Ban
1479,0,1,24,1,No,Allow
1480,0,2,42,2,Medium,Restrict
1481,0,2,40,1,No,Allow
1482,0,1,20,5,Low,Allow
1483,0,1,10,0,No,Allow
1484,0,2,21,4,Low,Allow
1485,0,2,33,6,Low,Allow
1486,0,1,49,5,Low,Warn
1487,1,4,28,2,Critical,Ban
1488,0,2,24,6,Low,Allow
1489,1,1,38,2,Medium,Allow
1490,0,1,13,4,Low,Allow
1491,0,1,21,3,Low,Warn
1492,1,3,11,0,High,Ban
1493,0,1,36,0,No,Allow
1494,1,2,32,1,High,Restrict
1495,0,2,39,6,Medium,Allow
1496,0,1,41,6,Low,Allow
1497,1,4,30,2,Critical,Ban
1498,0,1,54,6,Low,Allow
1499,0,2,56,0,No,Allow
1500,1,1,15,6,Critical,Restrict
1501,1,4,56,1,High,Restrict
1502,1,1,20,0,Medium,Warn
1503,0,1,22,5,Low,Allow
1504,0,2,37,2,Low,Allow
1505,1,4,11,2,Critical,Ban
1506,0,2,28,5,Medium,Warn
1507,1,1,19,2,High,Warn
1508,0,1,34,5,Low,Allow
1509,0,2,51,1,No,Allow
1510,1,2,57,0,Medium,Warn
1511,0,1,20,2,Medium,Warn
1512,0,2,37,4,Low,Warn
1513,0,2,34,1,No,Allow
1514,1,2,31,1,High,Ban
1515,1,2,42,5,Critical,Ban
1516,0,2,60,3,Medium,Warn
1517,0,2,30,3,Low,Warn
1518,1,4,13,1,Critical,Ban
1519,0,2,56,0,No,Allow
1520,0,2,57,0,No,Allow
1521,0,1,26,4,Low,Allow
1522,0,2,35,0,No,Allow
1523,1,2,53,1,Medium,Restrict
1524,1,2,35,6,Critical,Restrict
1525,1,2,34,2,High,Restrict
1526,0,1,57,5,Medium,Warn
1527,0,2,52,2,Low,Allow
1528,0,1,35,6,Low,Restrict
1529,0,1,18,5,Medium,Warn
1530,0,1,32,3,Medium,Warn
1531,0,2,44,4,Low,Allow
1532,0,2,23,2,Low,Allow
1533,0,2,37,6,Low,Allow
1534,1,3,43,2,High,Ban
1535,0,1,14,5,Medium,Restrict
1536,0,2,39,4,Low,Warn
1537,1,1,47,4,High,Restrict
1538,1,3,20,2,Critical,Ban
1539,1,2,37,5,Critical,Ban
1540,0,2,46,5,Low,Allow
1541,1,3,12,5,Critical,Restrict
1542,0,1,42,5,Medium,Restrict
1543,0,1,23,1,No,Warn
1544,0,2,30,6,Medium,Warn
1545,0,1,43,5,Low,Allow
1546,0,2,10,1,No,Allow
1547,0,1,10,6,Low,Restrict
1548,1,4,32,3,Critical,Ban
1549,0,1,58,2,Low,Allow
1550,0,2,10,1,No,Allow
1551,0,2,50,2,Low,Warn
1552,0,1,13,0,No,Allow
1553,0,2,34,4,Low,Allow
1554,0,2,31,4,Low,Allow
1555,0,2,33,4,Low,Allow
1556,1,1,14,3,High,Restrict
1557,1,4,48,2,Critical,Restrict
1558,0,1,24,5,Low,Allow
1559,0,2,49,6,Low,Warn
1560,1,4,43,0,High,Restrict
1561,1,3,38,2,High,Restrict
1562,0,1,25,6,Low,Allow
1563,1,2,43,6,Critical,Ban
1564,1,4,60,6,Critical,Ban
1565,1,2,57,1,Medium,Warn
1566,0,2,56,3,Low,Warn
1567,0,1,21,0,No,Allow
1568,0,1,39,6,Low,Allow
1569,0,1,30,3,Low,Allow
1570,0,1,59,1,No,Allow
1571,0,2,58,0,No,Allow
1572,0,2,54,5,Low,Restrict
1573,0,1,18,5,Medium,Warn
1574,1,4,26,6,Critical,Ban
1575,0,2,46,6,Low,Allow
1576,0,2,48,5,Low,Warn
1577,1,4,27,5,Critical,Restrict
1578,1,2,16,5,Critical,Ban
1579,1,3,16,6,Critical,Ban
1580,1,3,44,3,Critical,Ban
1581,1,1,33,5,Critical,Ban
1582,0,2,35,5,Low,Warn
1583,0,2,51,0,No,Allow
